movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
174055,125,3.0,1513697168,0,2017,Action,Drama,Thriller,13,3.42,1.15,174053,33794,168266,163134,55247,100,2011,6.89,3.69,0.59,Comedy,Drama,Action,Adventure,Sci-Fi
2596,125,4.5,1474591407,1,1998,Comedy,Drama,"",12,3.79,0.86,127198,93510,79592,106918,97913,100,2007,6.08,3.47,0.67,Drama,Action,Sci-Fi,Comedy,Adventure
2600,125,5.0,1474294595,1,1999,Action,Sci-Fi,Thriller,22,3.86,0.80,7008,58301,71429,93855,88129,54,2003,12.84,4.18,0.97,Drama,Comedy,Action,Sci-Fi,Thriller
27022,125,4.0,1474411587,1,1998,Action,Crime,Thriller,1,4.00,0.00,1034,555,2387,119141,27773,100,2005,8.85,4.11,0.77,Drama,Comedy,Thriller,Sci-Fi,Romance
2858,125,5.0,1474294616,1,1999,Drama,Romance,"",204,4.06,0.97,2600,7008,58301,71429,93855,55,2002,12.73,4.19,0.97,Drama,Comedy,Action,Sci-Fi,Thriller
296,125,4.5,1474141538,1,1994,Comedy,Crime,Drama,307,4.20,0.95,318,1193,2959,858,"",4,1985,13.49,4.62,0.48,Drama,Crime,Action,Thriller,""
32460,125,4.0,1474592918,1,1997,Action,Comedy,Crime,4,4.25,0.65,1120,108727,94931,60950,3052,100,2007,6.12,3.53,0.68,Drama,Action,Comedy,Sci-Fi,Adventure
33145,125,3.0,1474414919,0,2005,Comedy,Drama,Romance,6,3.00,1.05,112552,104374,1265,27788,4226,100,2006,8.05,3.98,0.68,Comedy,Drama,Thriller,Sci-Fi,Action
33201,125,4.5,1474296002,1,1999,Drama,Mystery,Romance,1,4.50,0.00,71264,92694,48385,501,100882,100,2004,10.71,4.08,1.05,Drama,Comedy,Action,Romance,Sci-Fi
376,451,3.0,854089243,0,1994,Action,Thriller,"",40,3.25,0.82,112,6,25,17,648,14,1995,0.51,4.00,0.88,Action,Thriller,Adventure,Comedy,Romance
40148,125,2.0,1474294862,0,2005,Crime,Drama,Thriller,7,3.36,1.31,7265,2321,42632,288,3342,62,2002,12.32,4.28,0.95,Drama,Comedy,Action,Thriller,Sci-Fi
457,451,4.0,854285151,1,1993,Thriller,"","",190,3.99,0.79,593,1059,94,671,852,33,1994,4.39,3.79,0.96,Comedy,Thriller,Drama,Romance,Adventure
47491,125,4.5,1474295671,1,2005,Comedy,Drama,"",3,4.17,0.29,27482,142456,110882,131920,142509,95,2003,11.67,4.07,1.08,Drama,Comedy,Action,Thriller,Romance
501,125,4.5,1474295924,1,1993,Drama,"","",6,3.67,1.08,100882,96829,116897,103341,47491,100,2003,11.53,4.09,1.06,Drama,Comedy,Action,Thriller,Romance
5088,125,5.0,1474141620,1,1974,Comedy,Crime,Drama,1,5.00,0.00,2571,296,318,1193,2959,6,1988,12.12,4.67,0.41,Drama,Crime,Thriller,Action,Sci-Fi
5219,125,3.0,1474415136,0,2002,Action,Horror,Sci-Fi,30,3.08,0.90,112552,104374,1265,27788,4226,100,2005,8.18,3.88,0.70,Comedy,Drama,Thriller,Sci-Fi,Action
522,125,3.0,1474414944,0,1992,Action,Drama,"",7,3.29,1.32,112552,104374,1265,27788,4226,100,2006,8.02,3.96,0.68,Comedy,Drama,Thriller,Sci-Fi,Action
53125,125,4.0,1474481324,1,2007,Action,Adventure,Comedy,56,3.44,0.96,6539,45722,48774,68358,70286,100,2006,7.08,3.62,0.74,Drama,Thriller,Sci-Fi,Comedy,Action
54190,125,5.0,1474294909,1,2007,Drama,Fantasy,Musical,11,4.05,0.72,7022,4082,7265,2321,42632,65,2002,12.19,4.27,0.98,Drama,Comedy,Action,Thriller,Sci-Fi
54286,125,2.5,1474414649,0,2007,Action,Crime,Thriller,81,3.70,0.96,112552,104374,1265,27788,4226,100,2006,8.10,4.14,0.57,Comedy,Drama,Thriller,Sci-Fi,Action
58998,125,2.0,1474414431,0,2008,Comedy,Romance,"",39,3.77,0.94,112552,104374,1265,27788,4226,100,2006,8.17,4.25,0.37,Comedy,Drama,Thriller,Sci-Fi,Action
60069,125,4.0,1474480962,1,2008,Adventure,Animation,Children,104,4.06,0.86,59315,72998,88744,55908,63276,100,2005,8.27,3.70,0.68,Drama,Comedy,Thriller,Sci-Fi,Action
6016,125,4.0,1474412458,1,2002,Action,Adventure,Crime,75,4.15,0.77,44195,1285,1732,1261,152091,100,2005,8.93,4.05,0.74,Comedy,Drama,Thriller,Sci-Fi,Action
608,125,3.0,1474311629,0,1996,Comedy,Crime,Drama,181,4.12,0.83,110,79132,58559,593,65514,100,2004,9.79,4.15,0.88,Drama,Comedy,Action,Thriller,Romance
62439,125,4.5,1474296021,1,2008,Comedy,Romance,"",3,4.00,0.87,33201,71264,92694,48385,501,100,2004,10.67,4.08,1.05,Drama,Comedy,Action,Romance,Sci-Fi
661,451,4.0,854089684,1,1996,Adventure,Animation,Children,49,3.45,1.02,1073,708,608,112,6,23,1994,5.15,3.74,1.05,Comedy,Thriller,Action,Adventure,Romance
67087,125,2.0,1474294990,0,2009,Comedy,"","",17,3.53,0.65,65130,337,8254,54190,7022,69,2002,11.97,4.31,0.96,Drama,Comedy,Action,Thriller,Romance
69516,125,2.5,1474414673,0,2009,Crime,Drama,Film-Noir,2,2.75,0.35,112552,104374,1265,27788,4226,100,2006,8.10,4.12,0.59,Comedy,Drama,Thriller,Sci-Fi,Action
7008,125,5.0,1474294576,1,1972,Drama,Romance,"",5,4.50,0.71,58301,71429,93855,88129,95761,53,2003,12.21,4.16,0.97,Drama,Comedy,Action,Sci-Fi,Thriller
708,451,5.0,854089331,1,1996,Comedy,Romance,"",58,3.39,0.81,608,112,6,25,17,19,1995,0.61,3.74,1.10,Thriller,Action,Adventure,Comedy,Crime
71530,125,2.0,1474295157,0,2009,Action,Sci-Fi,Thriller,14,3.04,1.25,65130,337,8254,54190,7022,75,2002,11.59,4.13,1.12,Drama,Comedy,Action,Thriller,Romance
7265,125,5.0,1474294802,1,2003,Drama,"","",13,3.73,0.60,2321,42632,288,3342,72226,61,2002,12.42,4.27,0.95,Drama,Comedy,Action,Thriller,Sci-Fi
72998,125,4.5,1474480904,1,2009,Action,Adventure,Sci-Fi,97,3.60,1.07,88744,55908,63276,4022,3147,100,2005,8.38,3.69,0.68,Drama,Comedy,Thriller,Sci-Fi,Action
7371,125,5.0,1474141692,1,2003,Drama,Mystery,Thriller,20,4.03,0.91,94959,5088,2571,296,318,8,1989,14.55,4.75,0.38,Drama,Crime,Thriller,Comedy,Action
76093,125,4.0,1474283299,1,2010,Adventure,Animation,Children,53,3.94,0.86,134130,99114,9010,1270,79702,21,1998,13.49,4.36,1.27,Drama,Comedy,Thriller,Romance,Crime
762,451,3.0,854089684,0,1996,Comedy,Crime,"",41,2.41,1.08,1073,708,608,112,6,22,1994,5.26,3.77,1.07,Comedy,Thriller,Action,Adventure,Romance
76293,125,2.5,1474414576,0,2010,Action,Comedy,Romance,11,3.32,0.51,112552,104374,1265,27788,4226,100,2006,8.12,4.18,0.52,Comedy,Drama,Thriller,Sci-Fi,Action
79357,125,4.0,1474412922,1,2009,Drama,Fantasy,Romance,7,4.14,0.56,4738,71304,5617,6016,44195,100,2005,8.91,4.14,0.62,Comedy,Drama,Thriller,Sci-Fi,Action
8254,125,5.0,1474294926,1,1993,Comedy,Drama,Fantasy,6,4.25,0.61,54190,7022,4082,7265,2321,66,2002,12.11,4.28,0.97,Drama,Comedy,Action,Thriller,Sci-Fi
8360,125,3.5,1474289753,1,2004,Adventure,Animation,Children,92,3.58,0.94,152081,1240,589,1210,128360,38,2003,13.28,4.16,1.03,Drama,Comedy,Action,Sci-Fi,Adventure
8376,125,4.0,1475411087,1,2004,Comedy,"","",37,3.32,1.10,5956,4643,135436,142422,160080,100,2008,6.11,3.71,0.61,Drama,Action,Comedy,Sci-Fi,Adventure
86332,125,3.0,1474295314,0,2011,Action,Adventure,Drama,34,3.51,0.84,223,1084,65130,337,8254,80,2001,12.03,4.08,1.14,Drama,Comedy,Action,Thriller,Romance
88140,125,3.0,1474295360,0,2011,Action,Adventure,Sci-Fi,32,3.55,0.66,223,1084,65130,337,8254,82,2002,11.93,4.05,1.14,Drama,Comedy,Action,Thriller,Romance
88744,125,4.0,1474480730,1,2011,Action,Drama,Sci-Fi,27,3.46,1.06,55908,63276,4022,3147,4995,100,2005,8.37,3.69,0.68,Drama,Comedy,Thriller,Sci-Fi,Action
91500,125,2.0,1474283308,0,2012,Action,Adventure,Drama,54,3.44,1.02,76093,134130,99114,9010,1270,22,1999,13.39,4.34,1.24,Drama,Comedy,Thriller,Romance,Crime
92420,125,4.5,1474296305,1,2012,Action,Sci-Fi,Thriller,8,3.38,1.51,98607,75985,110330,91947,107630,100,2005,10.05,4.12,0.91,Drama,Comedy,Action,Sci-Fi,Romance
93840,125,4.5,1474296376,1,2012,Comedy,Horror,Sci-Fi,22,4.02,0.97,50842,95441,55278,92420,98607,100,2005,9.82,4.12,0.90,Drama,Comedy,Action,Sci-Fi,Romance
95441,125,4.5,1474296341,1,2012,Comedy,Fantasy,"",21,3.29,0.98,55278,92420,98607,75985,110330,100,2005,9.86,4.11,0.90,Drama,Comedy,Action,Sci-Fi,Romance
95690,125,4.5,1474296445,1,2011,Comedy,Thriller,"",1,4.50,0.00,71520,93840,50842,95441,55278,100,2005,9.81,4.15,0.88,Drama,Comedy,Action,Sci-Fi,Thriller
96829,125,4.5,1474295813,1,2012,Drama,"","",10,4.30,0.42,116897,103341,47491,27482,142456,98,2003,11.58,4.08,1.07,Drama,Comedy,Action,Thriller,Sci-Fi
97913,125,3.5,1474570322,1,2012,Animation,Comedy,"",22,3.75,0.81,115617,88163,76077,119145,95167,100,2007,6.33,3.47,0.67,Action,Drama,Sci-Fi,Adventure,Thriller
97938,125,4.0,1474495239,1,2012,Adventure,Drama,IMAX,31,3.63,1.01,91542,6502,208,1726,44191,100,2005,6.99,3.56,0.72,Action,Drama,Sci-Fi,Thriller,Comedy
99114,125,4.0,1474283226,1,2012,Action,Drama,Western,71,3.94,0.91,9010,1270,79702,356,100083,19,1997,13.24,4.39,1.33,Drama,Comedy,Thriller,Romance,Crime
99117,125,4.0,1474371841,1,2012,Drama,"","",8,3.12,0.95,35836,134393,52973,1206,79553,100,2004,9.88,4.18,0.86,Drama,Comedy,Thriller,Romance,Action
99813,125,4.5,1474289963,1,2013,Action,Animation,"",8,3.88,0.79,5218,7254,8360,152081,1240,44,2003,12.32,4.06,1.04,Comedy,Drama,Action,Sci-Fi,Adventure
1,124,4.0,1336584336,1,1995,Adventure,Animation,Children,215,3.92,0.83,110,593,480,260,356,39,1995,6.03,3.90,0.90,Drama,Comedy,Crime,Thriller,Adventure
1024,51,4.0,1230931449,1,1945,Animation,Children,Musical,6,3.67,1.03,1753,1999,2033,2060,2148,100,1986,14.63,3.65,1.18,Comedy,Drama,Thriller,Sci-Fi,Adventure
1079,51,5.0,1230929741,1,1988,Comedy,Crime,"",71,3.92,0.94,1088,1186,1215,1235,1267,84,1989,11.87,3.98,1.38,Drama,Comedy,Action,Sci-Fi,Adventure
1127,591,3.0,970524744,0,1989,Action,Adventure,Sci-Fi,62,3.48,0.93,260,2628,2762,3798,3578,9,1994,8.59,4.67,0.50,Action,Drama,Sci-Fi,Adventure,Horror
1219,7,5.0,1106635496,1,1960,Crime,Horror,"",83,4.04,0.85,1517,1917,1220,1208,1610,9,1992,7.97,3.22,1.52,Action,Sci-Fi,Thriller,Adventure,Drama
1224,51,5.0,1230930522,1,1989,Action,Drama,Romance,19,4.00,0.82,1243,1298,1301,1350,1457,100,1988,14.22,3.77,1.26,Comedy,Drama,Thriller,Action,Romance
1246,7,1.5,1106635678,0,1989,Drama,"","",86,3.96,0.94,1954,2762,2529,3793,2353,23,1990,11.57,3.65,1.18,Action,Adventure,Drama,Comedy,Sci-Fi
1267,51,4.0,1230929680,1,1962,Crime,Thriller,War,30,4.25,0.77,1276,1287,1302,1304,1371,79,1990,11.61,3.94,1.41,Drama,Comedy,Action,Sci-Fi,Adventure
1276,51,5.0,1230929673,1,1967,Drama,"","",57,4.27,0.62,1287,1302,1304,1371,1391,78,1990,11.38,3.93,1.42,Drama,Comedy,Action,Sci-Fi,Adventure
1287,51,3.5,1230929668,1,1959,Action,Adventure,Drama,34,3.94,0.99,1302,1304,1371,1391,1639,77,1991,10.85,3.94,1.42,Drama,Comedy,Sci-Fi,Action,Adventure
1298,51,5.0,1230930504,1,1982,Drama,Musical,"",23,3.76,1.05,1301,1350,1457,1665,1834,100,1988,14.25,3.72,1.30,Comedy,Drama,Action,Thriller,Romance
1302,51,5.0,1230929661,1,1989,Children,Drama,Fantasy,56,3.52,1.12,1304,1371,1391,1639,1674,76,1991,10.92,3.92,1.43,Drama,Comedy,Sci-Fi,Action,Adventure
1371,51,5.0,1230929650,1,1979,Adventure,Sci-Fi,"",45,3.04,0.96,1391,1639,1674,1953,1967,74,1991,10.66,3.89,1.44,Drama,Comedy,Sci-Fi,Action,Thriller
150,7,4.5,1106635925,1,1995,Adventure,Drama,IMAX,201,3.85,0.88,480,356,593,3869,5816,38,1990,13.12,3.45,1.39,Action,Adventure,Comedy,Sci-Fi,Drama
1517,124,4.0,1336409879,1,1997,Action,Adventure,Comedy,100,3.54,0.89,6188,8641,175,3263,3252,18,1995,6.08,3.58,0.73,Comedy,Drama,Adventure,Thriller,Mystery
1608,51,3.0,1230929633,0,1997,Action,Thriller,"",58,3.34,0.72,1639,1674,1953,1967,2011,71,1991,10.84,3.94,1.40,Drama,Comedy,Sci-Fi,Action,Thriller
1610,7,4.0,1106635429,1,1990,Action,Adventure,Thriller,90,3.87,0.88,1584,"","","","",3,1997,1.15,2.50,2.29,Sci-Fi,Drama,"","",""
1688,51,3.0,1230930449,0,1997,Adventure,Animation,Children,20,3.35,0.69,1834,1845,1873,2015,2133,100,1988,13.88,3.78,1.29,Comedy,Drama,Action,Thriller,Romance
1753,51,3.5,1230931407,1,1998,Comedy,"","",16,3.59,0.99,1999,2033,2060,2148,2151,100,1986,14.75,3.65,1.18,Comedy,Drama,Thriller,Sci-Fi,Action
177,51,4.0,1230930634,1,1995,Horror,"","",8,2.75,1.16,482,965,1009,1033,1224,100,1988,14.86,3.69,1.28,Comedy,Drama,Thriller,Action,Romance
1784,51,5.0,1230932378,1,1997,Comedy,Drama,Romance,96,3.70,0.89,1994,1997,2023,2100,2248,100,1987,14.01,3.79,1.03,Comedy,Drama,Thriller,Adventure,Horror
1953,51,5.0,1230929606,1,1971,Action,Crime,Thriller,39,3.87,0.78,1967,2011,2124,2167,2194,67,1991,10.79,3.95,1.36,Drama,Comedy,Sci-Fi,Action,Adventure
1967,51,5.0,1230929599,1,1986,Adventure,Fantasy,Musical,42,3.82,0.95,2011,2124,2167,2194,2302,66,1991,10.85,3.93,1.37,Drama,Comedy,Sci-Fi,Action,Adventure
1991,51,3.0,1230931352,0,1988,Horror,Thriller,"",12,2.71,0.81,1999,2033,2060,2148,2151,100,1986,14.81,3.66,1.17,Comedy,Drama,Thriller,Sci-Fi,Horror
1997,51,5.0,1230932340,1,1973,Horror,Mystery,"",53,3.80,1.01,2023,2100,2248,2291,2321,100,1987,13.89,3.75,1.03,Comedy,Drama,Thriller,Adventure,Romance
2060,51,3.5,1230931330,1,1998,Comedy,"","",14,3.07,0.85,2148,2151,2159,2169,2183,100,1986,14.87,3.67,1.18,Comedy,Drama,Thriller,Sci-Fi,Action
2161,124,3.5,1336409645,1,1984,Adventure,Children,Fantasy,43,3.58,0.94,1092,1358,2712,520,"",6,1995,2.93,3.75,0.76,Thriller,Mystery,Drama,Crime,Comedy
2194,51,5.0,1230929566,1,1987,Action,Crime,Drama,65,3.94,0.73,2302,2455,2724,2797,2826,61,1991,11.24,3.93,1.41,Drama,Comedy,Sci-Fi,Action,Adventure
225,447,4.0,836960872,1,1994,Drama,Thriller,"",52,3.54,0.78,454,288,110,253,434,25,1993,1.66,3.88,0.73,Thriller,Drama,Action,Crime,Adventure
2265,51,2.5,1230932296,0,1991,Adventure,Comedy,"",4,2.38,0.63,2291,2321,2391,2407,2470,100,1987,14.05,3.79,1.03,Comedy,Drama,Thriller,Adventure,Horror
2282,51,4.5,1230930367,1,1998,Comedy,Drama,"",6,3.42,1.43,2301,2371,2375,2376,2454,100,1989,13.47,3.79,1.27,Comedy,Drama,Action,Thriller,Romance
2291,51,4.0,1230932279,1,1990,Drama,Fantasy,Romance,80,3.70,0.63,2321,2391,2407,2470,2554,100,1987,14.05,3.79,1.03,Comedy,Drama,Thriller,Adventure,Horror
230,51,2.5,1230928814,0,1995,Drama,Thriller,"",24,3.40,0.75,247,849,1663,1479,2605,8,1990,10.30,3.94,1.55,Thriller,Action,Sci-Fi,Crime,War
2321,51,5.0,1230932267,1,1998,Comedy,Drama,Fantasy,61,3.48,1.01,2391,2407,2470,2554,2580,100,1987,14.07,3.79,1.03,Comedy,Drama,Thriller,Adventure,Horror
2329,124,4.5,1336412851,1,1998,Crime,Drama,"",129,4.22,0.64,2683,1517,6188,8641,175,21,1996,6.19,3.48,0.97,Comedy,Adventure,Drama,Action,Thriller
236,447,3.0,836961055,0,1995,Action,Comedy,Romance,45,3.48,0.92,315,589,367,266,480,37,1993,1.46,3.81,0.74,Drama,Thriller,Action,Adventure,Crime
2420,51,3.0,1230932245,0,1984,Drama,"","",38,3.57,0.78,2470,2554,2580,2791,2871,100,1987,14.02,3.81,1.04,Comedy,Drama,Horror,Adventure,Thriller
2455,51,4.5,1230929555,1,1986,Drama,Horror,Sci-Fi,43,3.38,0.90,2724,2797,2826,3363,3471,59,1991,11.41,3.91,1.42,Drama,Comedy,Sci-Fi,Action,Adventure
2490,51,3.0,1230929547,0,1999,Action,Thriller,"",45,3.42,0.99,2724,2797,2826,3363,3471,58,1991,11.46,3.92,1.43,Drama,Comedy,Sci-Fi,Action,Adventure
256,124,3.0,1336409649,0,1994,Comedy,Sci-Fi,"",35,2.83,1.04,2161,1092,1358,2712,520,7,1993,5.00,3.71,0.70,Thriller,Mystery,Drama,Adventure,Fantasy
2580,51,5.0,1230932203,1,1999,Comedy,Crime,"",39,3.96,0.81,2791,2871,3082,3108,3115,100,1987,13.91,3.79,1.05,Comedy,Drama,Horror,Adventure,Thriller
2640,7,3.0,1106635540,0,1978,Action,Adventure,Sci-Fi,61,3.61,0.82,466,4306,1101,3114,1219,15,1991,11.01,3.63,1.34,Action,Comedy,Adventure,Romance,Sci-Fi
266,447,5.0,836960918,1,1994,Drama,Romance,War,68,3.40,0.98,480,364,356,225,454,31,1993,1.52,3.81,0.75,Thriller,Drama,Action,Adventure,Crime
2688,7,2.5,1106713072,0,1999,Crime,Drama,Mystery,15,2.93,1.00,4018,4370,5218,6365,6863,95,1995,11.11,3.56,1.19,Adventure,Action,Comedy,Sci-Fi,Thriller
2706,591,3.0,970524744,0,1999,Comedy,Romance,"",103,3.38,1.04,260,2628,2762,3798,3578,10,1994,8.29,4.50,0.71,Action,Drama,Sci-Fi,Adventure,Horror
2712,591,2.0,970524881,0,1999,Drama,Mystery,Thriller,53,3.46,1.11,3408,2355,223,2694,2683,23,1996,5.91,3.74,1.10,Action,Adventure,Drama,Comedy,Sci-Fi
2762,591,4.0,970524648,1,1999,Drama,Horror,Mystery,179,3.89,0.96,3798,3578,2571,3916,356,6,1996,6.78,4.67,0.52,Drama,Action,Sci-Fi,Adventure,Thriller
2802,51,3.0,1230931142,0,1988,Action,Drama,Romance,13,3.04,0.43,2836,2901,2978,3388,3430,100,1987,13.99,3.62,1.27,Comedy,Drama,Thriller,Action,Sci-Fi
2836,51,4.0,1230931123,1,1999,Comedy,"","",4,3.50,1.29,2901,2978,3388,3430,3614,100,1987,14.01,3.62,1.27,Comedy,Drama,Thriller,Action,Sci-Fi
